suicide_rate_rank,country,Region,year,sex,age,population,suicides_per_100k,next_stat_100k,nextstat_per_100k_diff,annual_gdp($),generation,Happiness Score,gdp_per_capita,life_expectancy,Freedom,trust_factor,dystopia_residual
1,Slovenia,Central and Eastern Europe,2015,male,75+ years,62345,99.45,50.02,49.43,"43,072,415,017",Silent,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
2,Slovenia,Central and Eastern Europe,2015,male,55-74 years,239919,50.02,33.62,16.400000000000006,"43,072,415,017",Boomers,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
3,Slovenia,Central and Eastern Europe,2015,male,35-54 years,315248,33.62,20.04,13.579999999999998,"43,072,415,017",Generation X,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
4,Slovenia,Central and Eastern Europe,2015,male,25-34 years,144722,20.04,16.67,3.3699999999999974,"43,072,415,017",Millenials,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
5,Slovenia,Central and Eastern Europe,2015,female,75+ years,114010,16.67,15.86,0.8100000000000023,"43,072,415,017",Silent,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
6,Slovenia,Central and Eastern Europe,2015,female,55-74 years,252261,15.86,13.55,2.3099999999999987,"43,072,415,017",Boomers,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
7,Slovenia,Central and Eastern Europe,2015,male,15-24 years,103331,13.55,7.78,5.7700000000000005,"43,072,415,017",Millenials,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
8,Slovenia,Central and Eastern Europe,2015,female,35-54 years,295637,7.78,3.76,4.0200000000000005,"43,072,415,017",Generation X,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
9,Slovenia,Central and Eastern Europe,2015,female,25-34 years,132806,3.76,3.07,0.69,"43,072,415,017",Millenials,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
10,Slovenia,Central and Eastern Europe,2015,female,15-24 years,97579,3.07,0.99,2.08,"43,072,415,017",Millenials,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
11,Slovenia,Central and Eastern Europe,2015,male,5-14 years,101184,0.99,0.0,0.99,"43,072,415,017",Generation Z,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
12,Slovenia,Central and Eastern Europe,2015,female,5-14 years,95590,0.0,0,0.0,"43,072,415,017",Generation Z,5.848,1.18498,0.87337,0.60855,0.03787,1.61583
1,South Africa,Sub-Saharan Africa,2015,male,75+ years,285743,2.8,2.52,0.2799999999999998,"317,741,039,198",Silent,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
2,South Africa,Sub-Saharan Africa,2015,male,25-34 years,5001052,2.52,1.73,0.79,"317,741,039,198",Millenials,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
3,South Africa,Sub-Saharan Africa,2015,male,15-24 years,5190482,1.73,1.69,0.040000000000000036,"317,741,039,198",Millenials,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
4,South Africa,Sub-Saharan Africa,2015,male,55-74 years,2426511,1.69,1.66,0.030000000000000027,"317,741,039,198",Boomers,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
5,South Africa,Sub-Saharan Africa,2015,male,35-54 years,6066751,1.66,0.67,0.9899999999999999,"317,741,039,198",Generation X,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
6,South Africa,Sub-Saharan Africa,2015,female,15-24 years,5105930,0.67,0.56,0.10999999999999999,"317,741,039,198",Millenials,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
7,South Africa,Sub-Saharan Africa,2015,female,25-34 years,4822164,0.56,0.41,0.15000000000000008,"317,741,039,198",Millenials,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
8,South Africa,Sub-Saharan Africa,2015,female,35-54 years,6396045,0.41,0.32,0.08999999999999997,"317,741,039,198",Generation X,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
9,South Africa,Sub-Saharan Africa,2015,female,75+ years,615701,0.32,0.21,0.11000000000000001,"317,741,039,198",Silent,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
9,South Africa,Sub-Saharan Africa,2015,female,55-74 years,3155486,0.32,0.32,0.0,"317,741,039,198",Boomers,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
10,South Africa,Sub-Saharan Africa,2015,male,5-14 years,5318168,0.21,0.11,0.09999999999999999,"317,741,039,198",Generation Z,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
11,South Africa,Sub-Saharan Africa,2015,female,5-14 years,5243427,0.11,0,0.11,"317,741,039,198",Generation Z,4.642,0.92049,0.27688,0.33207,0.08884,1.71956
1,Spain,Western Europe,2015,male,75+ years,1693221,33.84,15.49,18.35,"1,197,789,902,774",Silent,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
2,Spain,Western Europe,2015,male,55-74 years,4750328,15.49,13.44,2.0500000000000007,"1,197,789,902,774",Boomers,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
3,Spain,Western Europe,2015,male,35-54 years,7551081,13.44,8.32,5.119999999999999,"1,197,789,902,774",Generation X,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
4,Spain,Western Europe,2015,male,25-34 years,2897590,8.32,6.4,1.92,"1,197,789,902,774",Millenials,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
5,Spain,Western Europe,2015,female,75+ years,2624796,6.4,5.48,0.9199999999999999,"1,197,789,902,774",Silent,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
6,Spain,Western Europe,2015,female,55-74 years,5125562,5.48,4.87,0.6100000000000003,"1,197,789,902,774",Boomers,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
7,Spain,Western Europe,2015,female,35-54 years,7389698,4.87,4.77,0.10000000000000053,"1,197,789,902,774",Generation X,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
8,Spain,Western Europe,2015,male,15-24 years,2287320,4.77,2.29,2.4799999999999995,"1,197,789,902,774",Millenials,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
9,Spain,Western Europe,2015,female,25-34 years,2884411,2.29,2.16,0.1299999999999999,"1,197,789,902,774",Millenials,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
10,Spain,Western Europe,2015,female,15-24 years,2177807,2.16,0.28,1.8800000000000001,"1,197,789,902,774",Millenials,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
11,Spain,Western Europe,2015,male,5-14 years,2475209,0.28,0.04,0.24000000000000002,"1,197,789,902,774",Generation Z,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
12,Spain,Western Europe,2015,female,5-14 years,2329505,0.04,0,0.04,"1,197,789,902,774",Generation Z,6.329,1.23011,0.95562,0.45951,0.06398,2.12367
1,Sweden,Western Europe,2015,male,75+ years,341315,33.69,27.82,5.869999999999997,"497,918,109,302",Silent,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
2,Sweden,Western Europe,2016,male,75+ years,359481,27.82,24.42,3.3999999999999986,"514,459,972,806",Silent,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
3,Sweden,Western Europe,2015,male,55-74 years,1097579,24.42,22.33,2.0900000000000034,"497,918,109,302",Boomers,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
4,Sweden,Western Europe,2015,male,35-54 years,1289581,22.33,20.97,1.3599999999999994,"497,918,109,302",Generation X,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
5,Sweden,Western Europe,2016,male,55-74 years,1106411,20.97,20.46,0.509999999999998,"514,459,972,806",Boomers,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
6,Sweden,Western Europe,2016,male,35-54 years,1299990,20.46,17.01,3.4499999999999993,"514,459,972,806",Generation X,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
7,Sweden,Western Europe,2016,male,25-34 years,670158,17.01,16.91,0.10000000000000142,"514,459,972,806",Millenials,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
8,Sweden,Western Europe,2015,male,25-34 years,638657,16.91,11.56,5.35,"497,918,109,302",Millenials,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
9,Sweden,Western Europe,2016,male,15-24 years,605396,11.56,11.11,0.45000000000000107,"514,459,972,806",Millenials,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
10,Sweden,Western Europe,2015,male,15-24 years,621210,11.11,9.46,1.6499999999999986,"497,918,109,302",Millenials,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
11,Sweden,Western Europe,2016,female,35-54 years,1257582,9.46,9.28,0.1800000000000015,"514,459,972,806",Generation X,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
12,Sweden,Western Europe,2016,female,55-74 years,1120938,9.28,9.17,0.10999999999999943,"514,459,972,806",Boomers,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
13,Sweden,Western Europe,2015,female,55-74 years,1112312,9.17,9.12,0.05000000000000071,"497,918,109,302",Boomers,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
14,Sweden,Western Europe,2016,female,75+ years,493341,9.12,8.0,1.1199999999999992,"514,459,972,806",Silent,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
15,Sweden,Western Europe,2015,female,35-54 years,1249962,8.0,7.87,0.1299999999999999,"497,918,109,302",Generation X,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
16,Sweden,Western Europe,2015,female,25-34 years,609532,7.87,7.82,0.04999999999999982,"497,918,109,302",Millenials,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
17,Sweden,Western Europe,2015,female,75+ years,485940,7.82,6.86,0.96,"497,918,109,302",Silent,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
18,Sweden,Western Europe,2016,female,25-34 years,641572,6.86,6.49,0.3700000000000001,"514,459,972,806",Millenials,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
19,Sweden,Western Europe,2015,female,15-24 years,585957,6.49,6.3,0.1900000000000004,"497,918,109,302",Millenials,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
20,Sweden,Western Europe,2016,female,15-24 years,570983,6.3,0.95,5.35,"514,459,972,806",Millenials,7.291,1.45181,0.83121,0.58218,0.40867,2.54734
21,Sweden,Western Europe,2015,female,5-14 years,526361,0.95,0.54,0.4099999999999999,"497,918,109,302",Generation Z,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
22,Sweden,Western Europe,2015,male,5-14 years,556118,0.54,0,0.54,"497,918,109,302",Generation Z,7.364,1.33171,0.91087,0.6598,0.43844,2.37119
1,Switzerland,Western Europe,2015,male,75+ years,275569,51.89,29.61,22.28,"679,289,166,858",Silent,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
2,Switzerland,Western Europe,2015,male,55-74 years,891482,29.61,19.38,10.23,"679,289,166,858",Boomers,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
3,Switzerland,Western Europe,2015,male,35-54 years,1248988,19.38,13.63,5.749999999999998,"679,289,166,858",Generation X,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
4,Switzerland,Western Europe,2015,male,25-34 years,586880,13.63,12.84,0.7900000000000009,"679,289,166,858",Millenials,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
5,Switzerland,Western Europe,2015,male,15-24 years,482708,12.84,9.9,2.9399999999999995,"679,289,166,858",Millenials,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
6,Switzerland,Western Europe,2015,female,75+ years,414205,9.9,9.05,0.8499999999999996,"679,289,166,858",Silent,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
7,Switzerland,Western Europe,2015,female,35-54 years,1227126,9.05,8.89,0.16000000000000014,"679,289,166,858",Generation X,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
8,Switzerland,Western Europe,2015,female,55-74 years,922222,8.89,4.32,4.57,"679,289,166,858",Boomers,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
9,Switzerland,Western Europe,2015,female,15-24 years,462559,4.32,4.15,0.16999999999999993,"679,289,166,858",Millenials,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
10,Switzerland,Western Europe,2015,female,25-34 years,577973,4.15,0.51,3.6400000000000006,"679,289,166,858",Millenials,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
11,Switzerland,Western Europe,2015,female,5-14 years,390910,0.51,0.49,0.020000000000000018,"679,289,166,858",Generation Z,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
12,Switzerland,Western Europe,2015,male,5-14 years,411880,0.49,0,0.49,"679,289,166,858",Generation Z,7.587,1.39651,0.94143,0.66557,0.41978,2.51738
1,Thailand,Southeastern Asia,2015,male,75+ years,1068139,16.29,14.67,1.6199999999999992,"401,399,422,443",Silent,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
2,Thailand,Southeastern Asia,2015,male,35-54 years,10101149,14.67,14.39,0.27999999999999936,"401,399,422,443",Generation X,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
3,Thailand,Southeastern Asia,2015,male,55-74 years,4990958,14.39,14.1,0.2900000000000009,"401,399,422,443",Boomers,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
4,Thailand,Southeastern Asia,2016,male,55-74 years,5203957,14.1,14.09,0.009999999999999787,"411,755,164,833",Boomers,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
5,Thailand,Southeastern Asia,2016,male,35-54 years,10084647,14.09,13.6,0.4900000000000002,"411,755,164,833",Generation X,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
6,Thailand,Southeastern Asia,2015,male,25-34 years,4873464,13.6,13.52,0.08000000000000007,"401,399,422,443",Millenials,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
7,Thailand,Southeastern Asia,2016,male,75+ years,1124052,13.52,13.47,0.049999999999998934,"411,755,164,833",Silent,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
8,Thailand,Southeastern Asia,2016,male,25-34 years,4796355,13.47,6.8,6.670000000000001,"411,755,164,833",Millenials,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
9,Thailand,Southeastern Asia,2016,male,15-24 years,4736305,6.8,6.54,0.2599999999999998,"411,755,164,833",Millenials,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
10,Thailand,Southeastern Asia,2015,male,15-24 years,4847684,6.54,4.34,2.2,"401,399,422,443",Millenials,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
11,Thailand,Southeastern Asia,2016,female,75+ years,1589015,4.34,4.28,0.05999999999999961,"411,755,164,833",Silent,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
12,Thailand,Southeastern Asia,2015,female,55-74 years,5795996,4.28,4.12,0.16000000000000014,"401,399,422,443",Boomers,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
13,Thailand,Southeastern Asia,2015,female,75+ years,1527522,4.12,3.67,0.4500000000000002,"401,399,422,443",Silent,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
14,Thailand,Southeastern Asia,2016,female,55-74 years,6049756,3.67,3.53,0.14000000000000012,"411,755,164,833",Boomers,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
15,Thailand,Southeastern Asia,2016,female,35-54 years,10629684,3.53,3.41,0.11999999999999966,"411,755,164,833",Generation X,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
16,Thailand,Southeastern Asia,2015,female,35-54 years,10646859,3.41,2.47,0.94,"401,399,422,443",Generation X,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
17,Thailand,Southeastern Asia,2016,female,25-34 years,4702656,2.47,2.01,0.4600000000000004,"411,755,164,833",Millenials,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
18,Thailand,Southeastern Asia,2015,female,25-34 years,4783703,2.01,1.33,0.6799999999999997,"401,399,422,443",Millenials,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
19,Thailand,Southeastern Asia,2016,female,15-24 years,4525574,1.33,1.19,0.14000000000000012,"411,755,164,833",Millenials,6.474,1.0893,0.64915,0.49553,0.02833,2.5796
20,Thailand,Southeastern Asia,2015,female,15-24 years,4632371,1.19,0.36,0.83,"401,399,422,443",Millenials,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
21,Thailand,Southeastern Asia,2015,female,5-14 years,3881727,0.36,0.29,0.07,"401,399,422,443",Generation Z,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
22,Thailand,Southeastern Asia,2015,male,5-14 years,4111704,0.29,0,0.29,"401,399,422,443",Generation Z,6.455,0.9669,0.7385,0.55664,0.03187,2.31945
1,Turkey,Middle East and Northern Africa,2015,male,75+ years,986961,6.18,4.39,1.79,"859,796,872,794",Silent,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
2,Turkey,Middle East and Northern Africa,2015,male,55-74 years,5079228,4.39,3.74,0.6499999999999995,"859,796,872,794",Boomers,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
3,Turkey,Middle East and Northern Africa,2015,male,25-34 years,6452161,3.74,3.68,0.06000000000000005,"859,796,872,794",Millenials,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
4,Turkey,Middle East and Northern Africa,2015,male,35-54 years,10466600,3.68,3.15,0.5300000000000002,"859,796,872,794",Generation X,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
5,Turkey,Middle East and Northern Africa,2015,male,15-24 years,6573627,3.15,2.09,1.06,"859,796,872,794",Millenials,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
6,Turkey,Middle East and Northern Africa,2015,female,15-24 years,6267398,2.09,1.69,0.3999999999999999,"859,796,872,794",Millenials,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
7,Turkey,Middle East and Northern Africa,2015,female,75+ years,1479388,1.69,1.14,0.55,"859,796,872,794",Silent,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
8,Turkey,Middle East and Northern Africa,2015,female,25-34 years,6288287,1.14,1.06,0.07999999999999985,"859,796,872,794",Millenials,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
9,Turkey,Middle East and Northern Africa,2015,female,35-54 years,10293526,1.06,0.77,0.29000000000000004,"859,796,872,794",Generation X,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
10,Turkey,Middle East and Northern Africa,2015,female,55-74 years,5456986,0.77,0.3,0.47000000000000003,"859,796,872,794",Boomers,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
11,Turkey,Middle East and Northern Africa,2015,female,5-14 years,6100840,0.3,0.28,0.019999999999999962,"859,796,872,794",Generation Z,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
12,Turkey,Middle East and Northern Africa,2015,male,5-14 years,6435462,0.28,0,0.28,"859,796,872,794",Generation Z,5.332,1.06098,0.73172,0.22815,0.15746,2.08528
1,Turkmenistan,Central and Eastern Europe,2015,male,35-54 years,620958,6.12,6.02,0.10000000000000053,"35,799,628,571",Generation X,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
2,Turkmenistan,Central and Eastern Europe,2015,male,15-24 years,515349,6.02,4.16,1.8599999999999994,"35,799,628,571",Millenials,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
3,Turkmenistan,Central and Eastern Europe,2015,female,15-24 years,505233,4.16,3.1,1.06,"35,799,628,571",Millenials,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
4,Turkmenistan,Central and Eastern Europe,2015,male,55-74 years,225820,3.1,2.26,0.8400000000000003,"35,799,628,571",Boomers,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
4,Turkmenistan,Central and Eastern Europe,2015,male,25-34 years,484397,3.1,3.1,0.0,"35,799,628,571",Millenials,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
5,Turkmenistan,Central and Eastern Europe,2015,female,25-34 years,487637,2.26,1.7,0.5599999999999998,"35,799,628,571",Millenials,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
6,Turkmenistan,Central and Eastern Europe,2015,female,75+ years,58753,1.7,1.07,0.6299999999999999,"35,799,628,571",Silent,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
7,Turkmenistan,Central and Eastern Europe,2015,female,55-74 years,280211,1.07,0.76,0.31000000000000005,"35,799,628,571",Boomers,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
8,Turkmenistan,Central and Eastern Europe,2015,female,35-54 years,657432,0.76,0.19,0.5700000000000001,"35,799,628,571",Generation X,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
9,Turkmenistan,Central and Eastern Europe,2015,male,5-14 years,513926,0.19,0.0,0.19,"35,799,628,571",Generation Z,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
10,Turkmenistan,Central and Eastern Europe,2015,female,5-14 years,501611,0.0,0,0.0,"35,799,628,571",Generation Z,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
10,Turkmenistan,Central and Eastern Europe,2015,male,75+ years,35187,0.0,0.0,0.0,"35,799,628,571",Silent,5.548,0.95847,0.53886,0.4761,0.30844,1.86984
1,Ukraine,Central and Eastern Europe,2015,male,75+ years,942786,70.96,43.87,27.089999999999996,"91,030,959,455",Silent,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
2,Ukraine,Central and Eastern Europe,2015,male,55-74 years,3747724,43.87,37.63,6.239999999999995,"91,030,959,455",Boomers,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
3,Ukraine,Central and Eastern Europe,2015,male,35-54 years,5795334,37.63,31.58,6.050000000000004,"91,030,959,455",Generation X,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
4,Ukraine,Central and Eastern Europe,2015,male,25-34 years,3527229,31.58,21.05,10.529999999999998,"91,030,959,455",Millenials,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
5,Ukraine,Central and Eastern Europe,2015,male,15-24 years,2408074,21.05,13.09,7.960000000000001,"91,030,959,455",Millenials,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
6,Ukraine,Central and Eastern Europe,2015,female,75+ years,2261462,13.09,7.24,5.85,"91,030,959,455",Silent,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
7,Ukraine,Central and Eastern Europe,2015,female,55-74 years,5508376,7.24,6.77,0.47000000000000064,"91,030,959,455",Boomers,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
8,Ukraine,Central and Eastern Europe,2015,female,35-54 years,6309963,6.77,5.13,1.6399999999999997,"91,030,959,455",Generation X,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
9,Ukraine,Central and Eastern Europe,2015,female,15-24 years,2281055,5.13,4.91,0.21999999999999975,"91,030,959,455",Millenials,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
10,Ukraine,Central and Eastern Europe,2015,female,25-34 years,3421535,4.91,1.55,3.3600000000000003,"91,030,959,455",Millenials,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
11,Ukraine,Central and Eastern Europe,2015,male,5-14 years,2131084,1.55,0.94,0.6100000000000001,"91,030,959,455",Generation Z,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
12,Ukraine,Central and Eastern Europe,2015,female,5-14 years,2010824,0.94,0,0.94,"91,030,959,455",Generation Z,4.681,0.79907,0.6739,0.25123,0.02961,1.5714
1,United Kingdom,Western Europe,2015,male,35-54 years,8692440,18.17,13.52,4.650000000000002,"2,885,570,309,161",Generation X,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
2,United Kingdom,Western Europe,2015,male,25-34 years,4408293,13.52,13.49,0.02999999999999936,"2,885,570,309,161",Millenials,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
3,United Kingdom,Western Europe,2015,male,55-74 years,6716557,13.49,12.4,1.0899999999999999,"2,885,570,309,161",Boomers,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
4,United Kingdom,Western Europe,2015,male,75+ years,2200958,12.4,9.01,3.3900000000000006,"2,885,570,309,161",Silent,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
5,United Kingdom,Western Europe,2015,male,15-24 years,4151992,9.01,5.33,3.6799999999999997,"2,885,570,309,161",Millenials,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
6,United Kingdom,Western Europe,2015,female,35-54 years,8881944,5.33,4.32,1.0099999999999998,"2,885,570,309,161",Generation X,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
7,United Kingdom,Western Europe,2015,female,55-74 years,7075576,4.32,4.1,0.22000000000000064,"2,885,570,309,161",Boomers,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
8,United Kingdom,Western Europe,2015,female,25-34 years,4414464,4.1,3.52,0.5799999999999996,"2,885,570,309,161",Millenials,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
9,United Kingdom,Western Europe,2015,female,75+ years,3070457,3.52,2.62,0.8999999999999999,"2,885,570,309,161",Silent,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
10,United Kingdom,Western Europe,2015,female,15-24 years,3966564,2.62,0.16,2.46,"2,885,570,309,161",Millenials,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
11,United Kingdom,Western Europe,2015,female,5-14 years,3663221,0.16,0.1,0.06,"2,885,570,309,161",Generation Z,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
12,United Kingdom,Western Europe,2015,male,5-14 years,3840476,0.1,0,0.1,"2,885,570,309,161",Generation Z,6.867,1.26637,0.90943,0.59625,0.32067,1.96994
1,United States,North America,2015,male,75+ years,8171136,38.81,28.11,10.700000000000003,"18,120,714,000,000",Silent,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
2,United States,North America,2015,male,55-74 years,32264697,28.11,27.93,0.17999999999999972,"18,120,714,000,000",Boomers,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
3,United States,North America,2015,male,35-54 years,41658010,27.93,24.86,3.0700000000000003,"18,120,714,000,000",Generation X,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
4,United States,North America,2015,male,25-34 years,22137097,24.86,19.27,5.59,"18,120,714,000,000",Millenials,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
5,United States,North America,2015,male,15-24 years,22615073,19.27,9.76,9.51,"18,120,714,000,000",Millenials,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
6,United States,North America,2015,female,35-54 years,41531809,9.76,8.18,1.58,"18,120,714,000,000",Generation X,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
7,United States,North America,2015,female,55-74 years,35115610,8.18,6.7,1.4799999999999995,"18,120,714,000,000",Boomers,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
8,United States,North America,2015,female,25-34 years,21555712,6.7,5.23,1.4699999999999998,"18,120,714,000,000",Millenials,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
9,United States,North America,2015,female,15-24 years,21633813,5.23,4.58,0.6500000000000004,"18,120,714,000,000",Millenials,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
10,United States,North America,2015,female,75+ years,11778666,4.58,1.2,3.38,"18,120,714,000,000",Silent,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
11,United States,North America,2015,male,5-14 years,21273987,1.2,0.78,0.41999999999999993,"18,120,714,000,000",Generation Z,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
12,United States,North America,2015,female,5-14 years,20342901,0.78,0,0.78,"18,120,714,000,000",Generation Z,7.119,1.39451,0.86179,0.54604,0.1589,2.51011
1,Uruguay,Latin America and Caribbean,2015,male,75+ years,78996,73.42,47.86,25.560000000000002,"53,274,304,222",Silent,6.485,1.06166,0.8116,0.60362,0.24558,2.32142
2,Uruguay,Latin America and Caribbean,2015,male,55-74 years,277870,47.86,40.75,7.109999999999999,"53,274,304,222",Boomers,6.485,1.06166,0.8116,0.60362,0.24558,2.32142
3,Uruguay,Latin America and Caribbean,2015,male,25-34 years,235597,40.75,31.84,8.91,"53,274,304,222",Millenials,6.485,1.06166,0.8116,0.60362,0.24558,2.32142
4,Uruguay,Latin America and Caribbean,2015,male,35-54 years,423963,31.84,27.97,3.870000000000001,"53,274,304,222",Generation X,6.485,1.06166,0.8116,0.60362,0.24558,2.32142
